"PELLID","Institution","State","Recipients","Awards"
"8285","Southeast Technical Institute","SD","726","1442645"
"3469","University Of Sioux Falls","SD","293","635181"
"3474","University Of South Dakota","SD","1644","3669847.25"
"10170","Western Dakota Technical Institute","SD","572","1205557.3500000001"
"10460","American Baptist Theological Seminary","TN","55","149002.79999999999"
"3477","Aquinas College","TN","256","476703.95000000001"
"15937","Arnold'S Beauty School","TN","79","143168.62"
"3478","Austin Peay State University","TN","2742","6153933.8700000001"
"34403","Baptist Memorial College Of Health Sciences","TN","212","466202.91999999998"
"3479","Belmont University","TN","421","947017.68000000005"
"3480","Bethel College","TN","436","1045868"
"3536","Bryan College","TN","197","432648"
"3481","Carson-Newman College","TN","665","1632991"
"16787","Chattanooga Barber College","TN","16","32465"
"3998","Chattanooga State Technical Community College","TN","3094","6250027.25"
"3482","Christian Brothers University","TN","454","1119609"
"3999","Cleveland State Community College","TN","957","2079469"
"3483","Columbia State Community College","TN","1277","2721814.5"
"15510","Concorde Career College","TN","1420","2758705"
"9982","Crichton College","TN","386","802246"
"3485","Cumberland University","TN","376","972002"
"3486","David Lipscomb University","TN","397","871128.88"
"4934","Draughons Junior College","TN","1376","2741162"
"6835","Dyersburg State Community College","TN","1020","2269274.0899999999"
"3487","East Tennessee State University","TN","3379","8239060.5"
"15575","Electronic Computer Programming College, Inc","TN","201","387285.77000000002"
"25950","Fayettevile Beauty School","TN","68","132556.14999999999"
"3490","Fisk University","TN","442","1247421"
"30088","Franklin Academy D/B/A Academy Of Beauty Arts","TN","93","170011.23999999999"
"30018","Free Will Baptist Bible College","TN","99","207251"
"3492","Freed Hardeman University","TN","538","1254984"
"16062","Hair Academy","TN","35","68578"
"3494","Hiwassee College","TN","220","519813.52000000002"
"4937","Jackson State Community College","TN","1513","2803474.21"
"8859","John A. Gupton College","TN","39","76783"
"15171","John Nave University Of Cosmetology","TN","35","67743"
"3495","Johnson Bible College","TN","227","564578"
"3496","King College","TN","191","463381"
"4938","Knoxville Business College","TN","481","1024095.4300000001"
"14657","Knoxville Inst Of Hair Design","TN","9","9690.5"
"3498","Lambuth University","TN","319","747464"
"3499","Lane College","TN","589","1606217"
"3500","Lee University","TN","1270","3136238"
"3501","Lemoyne-Owen College","TN","783","1651722.9199999999"
"3502","Lincoln Memorial University","TN","468","1189081.05"
"3504","Martin Methodist College","TN","257","626975.23999999999"
"3505","Maryville College","TN","313","739049.34999999998"
"25976","Mccollum & Ross  Hair School","TN","136","298391.22999999998"
"10815","Medvance Institute","TN","616","1114720"
"3507","Memphis College Of Art","TN","112","272469"
"6600","Methodist Hospital School Of Nursing","TN","85","169681.87"
"8655","Middle Tennessee School Of Cosmetology","TN","42","91300"
"3510","Middle Tennessee State University","TN","4636","10957253"
"26142","Miller - Motte Technical College","TN","1661","3274155.6200000001"
"3511","Milligan College","TN","212","513637"
"16075","Mister Wayne'S School Of Unisex Hair Design","TN","39","79265.229999999996"
"6836","Motlow State Community College","TN","1363","2942107"
"7440","Nashville Auto Diesel College","TN","1034","2093230"
"13631","Nashville College Of Medical Careers","TN","240","562625.97999999998"
"7534","Nashville State Technical Community College","TN","1445","2783115.98"
"4617","National College Of Business And Technology","TN","167","376079.82000000001"
"31493","New Directions Hair Academy","TN","177","358324.21999999997"
"16813","New Wave Hair Academy","TN","131","269794.90000000002"
"30125","New Wave Hair Academy","TN","453","1039766.75"
"30791","North Central Institute","TN","62","96887"
"5378","Northeast State Technical Community College","TN","1774","3720023.6000000001"
"17347","Nossi College Of Art","TN","149","364332.90000000002"
"14663","O'More College Of Design","TN","36","89563"
"12693","Pellissippi State Technical Community College","TN","2384","4740658"
"10447","Plaza Beauty School","TN","60","126000"
"17068","Queen City College","TN","86","219081.82999999999"
"3519","Rhodes College","TN","150","355049"
"9914","Roane State Community College","TN","2121","4595032.5"
"23262","Southeastern Career College","TN","8","11414"
"3518","Southern Adventist University","TN","507","1259860"
"10439","Southwest Tennessee Community College","TN","4999","10642414.33"
"30611","Stylemasters Beauty Academy","TN","57","106362.75"
"31269","Styles & Profiles Beauty College","TN","20","39153.160000000003"
"17045","Tenn Academy Of Cosmetology","TN","99","184861"
"13968","Tenn Tech Center - Nashville","TN","380","516732"
"30249","Tennessee Academy Of Cosmetology","TN","111","233901"
"34543","Tennessee Career College","TN","36","75742.869999999995"
"7439","Tennessee Institute Of Electronics","TN","97","214528.17999999999"
"32193","Tennessee Institute Of Healing Arts","TN","76","137123"
"9567","Tennessee School Of Beauty","TN","104","246649"
"3522","Tennessee State University","TN","3479","9328671.5"
"5360","Tennessee Technical Center - Memphis","TN","362","759998"
"13891","Tennessee Technical Center - Morristown","TN","743","1072456.4099999999"
"3523","Tennessee Technological University","TN","2123","4784918"
"5280","Tennessee Technology Center - Covington","TN","110","184838"
"5357","Tennessee Technology Center - Crump","TN","154","265564"
"5281","Tennessee Technology Center - Elizabethton","TN","335","467672"
"14126","Tennessee Technology Center - Hohenwald","TN","226","395820"
"5283","Tennessee Technology Center - New Bern","TN","151","227393"
"9710","Tennessee Technology Center - Oneida/Huntsville","TN","193","239608.25"
"12164","Tennessee Technology Center - Ripley","TN","150","170733"
"5358","Tennessee Technology Center At Athens","TN","154","272547"
"4026","Tennessee Technology Center At Crossville","TN","279","425575.15000000002"
"13955","Tennessee Technology Center At Dickson","TN","246","411400.71000000002"
"13894","Tennessee Technology Center At Harriman","TN","205","333178"
"13893","Tennessee Technology Center At Hartsville","TN","72","131863"
"10700","Tennessee Technology Center At Jacksboro","TN","186","354667.25"
"13895","Tennessee Technology Center At Jackson","TN","401","573562.72999999998"
"4025","Tennessee Technology Center At Knoxville","TN","412","603451"
"5353","Tennessee Technology Center At Livingston","TN","280","420558"
"5352","Tennessee Technology Center At Mckenzie","TN","124","221304"
"5307","Tennessee Technology Center At Mcminnville","TN","163","258912"
"14543","Tennessee Technology Center At Murfreesboro","TN","116","209253.95000000001"
"13943","Tennessee Technology Center At Paris","TN","334","550811.84999999998"
"9464","Tennessee Technology Center At Pulaski","TN","212","276017"
"5379","Tennessee Technology Center At Shelbyville","TN","204","331265.54999999999"
"14304","Tennessee Technology Center At Whiteville","TN","156","235971.32000000001"
"3524","Tennessee Temple University","TN","378","843352.64000000001"
"3525","Tennessee Wesleyan College","TN","296","692446"
"3509","The University Of Memphis","TN","5114","12455126"
"3526","Trevecca Nazarene University","TN","355","739437.5"
"3527","Tusculum College","TN","609","1214882"
"3528","Union University","TN","406","900817"
"3529","University Of Tennessee - Chattanooga","TN","1756","4212994"
"3530","University Of Tennessee - Knoxville","TN","4036","9681229"
"3531","University Of Tennessee - Martin","TN","1813","4338437.6500000004"
"6725","University Of Tennessee (The) - Memphis","TN","73","177903"
"3534","University Of The South (The)","TN","173","394791"
"3535","Vanderbilt University","TN","609","1481122"
"16557","Volunteer Beauty Academy","TN","57","117742"
"16183","Volunteer Beauty Academy Of Dyersburg","TN","76","140174"
"16185","Volunteer Beauty Academy Of Nashville","TN","89","149092"
"9912","Volunteer State Community College","TN","1656","3214665"
"8863","Walters State Community College","TN","2235","4867692.79"
"31276","Watkins Institute College Of Art And Design","TN","103","202507.03"
"4947","West Tennessee Business College","TN","546","1080725.1599999999"
"13531","William R  Moore College Of Technology","TN","31","50385"
"3537","Abilene Christian University","TX","1082","2551998"
"32773","Academy Of Hair Design","TX","95","153396.85000000001"
"32763","Academy Of Hair Design","TX","79","158630"
"16749","Academy Of Hair Design","TX","105","238398.38"
"31281","Academy Of Health Care Professions (The)","TX","548","1158362.52"
"34123","Advanced Barber College & Hair Design","TX","117","311990.57000000001"
"35733","Aeronautical Institute Of Technologies","TX","9","14925"
"30238","Aims Academy","TX","18","22310.630000000001"
"3607","Alamo Community College District Central Office","TX","16709","35451726.259999998"
"3539","Alvin Community College","TX","689","1477070"
"3540","Amarillo College","TX","2825","5177492.0499999998"
"13674","Amarillo College Of Hairdressing","TX","148","293374.75"
"12093","American Beauty College","TX","16","42031"
"31533","American College Of Acupuncture & Oriental Medicine","TX","11","37775"
"14154","American Commercial College","TX","174","346100.62"
"10057","American Commercial College","TX","163","370443.75"
"15960","American Commercial College","TX","255","473546.78000000003"
"10059","American Commercial College","TX","337","698892.40000000002"
"12482","American Trades Institute","TX","572","941049.32999999996"
"6661","Angelina College","TX","2230","4904850.3399999999"
"3541","Angelo State University","TX","2142","5086276.6900000004"
"14305","Arlington Baptist College","TX","107","229845"
"16944","Arlington Career Institute","TX","232","431688.87"
"31593","Arlington Medical Institute","TX","137","277936.45000000001"
"17360","Art Institute Of Dallas (The)","TX","667","1311174.5"
"14771","Art Institute Of Houston","TX","882","1772226"
"25966","Ati - Career Training Center","TX","877","1585297.3300000001"
"25965","Ati- Career Training Center","TX","607","1137795.74"
"14536","Austin Business College","TX","348","608526.01000000001"
"3543","Austin College","TX","301","759413"
"12015","Austin Community College","TX","4215","7431691.3899999997"
"12268","Baldwin Beauty School #5","TX","105","242329"
"14956","Baptist Health System","TX","76","154039"
"16525","Baptist Missionary Association Theological Seminary","TX","9","13844"
"3545","Baylor University","TX","1943","4671408"
"35413","Behold! Beauty Academy","TX","30","63100.150000000001"
"3549","Blinn College","TX","2408","5188158"
"12982","Border Institute Of Technology","TX","354","638389.67000000004"
"14986","Bradford School Of Business","TX","190","376560.95000000001"
"7287","Brazosport College","TX","630","1207679.78"
"14471","Brookhaven College","TX","533","672747"
"16202","Capitol City Careers","TX","89","126543"
"14166","Capitol City Trade & Technical School","TX","482","823388.56000000006"
"17277","Career Academy","TX","70","161087.01000000001"
"15841","Career Advancement And Applied Technology Training Division","TX","21","48408"
"34263","Career Advancement Center","TX","7","9389"
"25919","Career Centers Of Texas - El Paso, Inc.","TX","1163","2455241.6000000001"
"25911","Career Point Institute","TX","1351","2301709.23"
"34003","Career Quest","TX","9","13663"
"30912","Careers Unlimited","TX","93","251000"
"31059","Careers Unlimited","TX","703","1704280.6599999999"
"14035","Cedar Valley College","TX","8801","13452297.470000001"
"26047","Center For Advanced Legal Studies","TX","189","407898.46000000002"
"13984","Central Texas Beauty College #2","TX","166","329170"
"4003","Central Texas College District","TX","3040","5122199"
"10624","Central Texas Commercial College","TX","202","461963.71000000002"
"12930","Charles & Sue'S School Of Hair Design","TX","75","156212.62"
"30288","Circle J Beauty School","TX","157","343123.21000000002"
"3553","Cisco Junior College","TX","1142","2274404.7400000002"
"3554","Clarendon College","TX","278","608670.18999999994"
"3546","Coastal Bend College","TX","1528","3485184"
"34224","College Of Biblical Studies-Houston","TX","44","125012.75"
"31894","College Of Saint Thomas More","TX","2","3200"
"7096","College Of The Mainland","TX","883","1773106.27"
"16792","Collin County Community College","TX","1192","2321962.46"
"3556","Commonwealth Institute Of Funeral Services","TX","68","107814"
