"OPE_ID","Institution_Name","Institution_City","Institution_State","Institution Type And Control","Total_Awards","Total_Recipients"
"4163000","SALON PROFESSIONAL ACADEMY (THE)","TAMPA","FL","Proprietary 2 Year","283428","92"
"4163100","SALON PROFESSIONAL ACADEMY (THE)","GAINESVILLE","FL","Proprietary 2 Year","303426","82"
"4163200","SALON PROFESSIONAL ACADEMY (THE)","THE VILLAGES","FL","Proprietary 2 Year","478100","142"
"4167300","SALON PROFESSIONAL ACADEMY (THE)","NORTH FORT MYERS","FL","Proprietary 2 Year","147831","40"
"4216900","SAN IGNACIO COLLEGE","DORAL","FL","Proprietary 2 Year","48156","11"
"2616400","SANFORD-BROWN INSTITUTE","JACKSONVILLE","FL","Proprietary 2 Year","2591347","694"
"151900","SANTA FE COLLEGE","GAINESVILLE","FL","Public 4 Year","21418443","6287"
"560700","SARASOTA COUNTY TECHNICAL INSTITUTE","SARASOTA","FL","Public 2 Year","706478","196"
"2517100","SARASOTA SCHOOL OF MASSAGE THERAPY","SARASOTA","FL","Proprietary 2 Year","267679","98"
"2314100","SCHILLER INTERNATIONAL UNIVERSITY","LARGO","FL","Proprietary 4 Year","560781","131"
"4194000","SCHOOL DISTRICT OF INDIAN RIVER COUNTY,","VERO BEACH","FL","Public 2 Year","5730","1"
"152000","SEMINOLE STATE COLLEGE OF FLORIDA","SANFORD","FL","Public 4 Year","30698169","9164"
"4130400","SHEAR EXCELLENCE INTERNATIONAL HAIR ACAD","TAMPA","FL","Proprietary 2 Year","479458","131"
"4209500","SHEAR FINESSE HAIRSTYLING ACADEMY","JACKSONVILLE","FL","Proprietary 2 Year","108894","31"
"990200","SHERIDAN TECHNICAL CENTER","HOLLYWOOD","FL","Public 2 Year","2860541","735"
"3264300","SOUTH FLORIDA BIBLE COLLEGE AND THEOLOGI","DEERFIELD BEACH","FL","Private 4 Year","295511","89"
"152200","SOUTH FLORIDA COMMUNITY COLLEGE","AVON PARK","FL","Public 4 Year","5094850","1571"
"3661400","SOUTH FLORIDA INSTITUTE OF TECHNOLO","MIAMI","FL","Proprietary 2 Year","5151650","1374"
"3123900","SOUTHEASTERN COLLEGE","GREENACRES","FL","Proprietary 2 Year","5054235","1293"
"3553300","SOUTHEASTERN COLLEGE","JACKSONVILLE","FL","Proprietary 2 Year","670474","167"
"152100","SOUTHEASTERN UNIVERSITY","LAKELAND","FL","Private 4 Year","6360950","1561"
"2598200","SOUTHERN CAREER COLLEGE","JACKSONVILLE","FL","Proprietary 4 Year","1177330","265"
"3903500","SOUTHERN TECHNICAL COLLEGE","ORLANDO","FL","Proprietary 2 Year","7138750","1900"
"2278800","SOUTHWEST FLORIDA COLLEGE","FORT MYERS","FL","Proprietary 4 Year","4581471","1286"
"807500","ST JOHN VIANNEY COLLEGE SEMINARY","MIAMI","FL","Private 4 Year","132060","27"
"146800","ST THOMAS UNIVERSITY","MIAMI GARDENS","FL","Private 4 Year","2051441","475"
"152800","ST. PETERSBURG COLLEGE","LARGO","FL","Public 4 Year","53220474","16913"
"150400","STATE COLLEGE OF FLORIDA, MANATEE-SARASO","BRADENTON","FL","Public 4 Year","18262135","5458"
"841700","STENOTYPE INST OF JACKSONVILLE","JACKSONVILLE","FL","Proprietary 2 Year","397253","121"
"153100","STETSON UNIVERSITY","DELAND","FL","Private 4 Year","4358512","987"
"4039300","SULLIVAN AND COGLIANO TRAINING CENTERS","MIAMI GARDENS","FL","Proprietary 2 Year","2635872","678"
"2326900","SUNSTATE ACADEMY OF HAIR DESIGN","FORT MYERS","FL","Proprietary 2 Year","1253527","390"
"2524000","SUNSTATE ACADEMY OF HAIR DESIGN","CLEARWATER","FL","Proprietary 2 Year","1088791","298"
"752500","SUWANNEE-HAMILTON AREA VOC TECH CTR","LIVE OAK","FL","Public 2 Year","587146","170"
"153300","TALLAHASSEE COMMUNITY COLLEGE","TALLAHASSEE","FL","Public 2 Year","24823145","6953"
"2508900","TALMUDIC COLLEGE OF FLORIDA","MIAMI BEACH","FL","Private 4 Year","57383","14"
"4116600","TAYLOR COLLEGE","BELLEVIEW","FL","Proprietary 2 Year","650539","176"
"3100800","TAYLOR TECHNICAL INSTITUTE","PERRY","FL","Public 2 Year","278641","75"
"3127900","TECHNICAL EDUCATION CTR OSCEOLA","KISSIMMEE","FL","Public 2 Year","1359166","385"
"1082600","TOM P. HANEY TECHNICAL CENTER","PANAMA CITY","FL","Public 2 Year","1315082","421"
"910400","TONI & GUY HAIRDRESSING ACADEMY","JACKSONVILLE","FL","Proprietary 2 Year","194057","48"
"3911300","TOTAL INTERNATIONAL CAREER INSTITUTE","HIALEAH","FL","Proprietary 2 Year","80547","25"
"4029300","TRENDSETTERS OF FLORIDA SCHOOL OF BEAUTY","JACKSONVILLE","FL","Proprietary 2 Year","162862","50"
"3101900","TRINITY BAPTIST COLLEGE","JACKSONVILLE","FL","Private 4 Year","1025723","262"
"3028200","TRINITY COLLEGE OF FLORIDA","TRINITY","FL","Private 4 Year","657131","168"
"177201","TRINITY INTERNATIONAL UNIVERSITY - SOUTH","DAVIE","FL","Private 4 Year","563812","192"
"3549300","ULTIMATE MEDICAL ACADEMY","CLEARWATER","FL","Private 2 Year","73522942","16910"
"4210800","ULTRASOUND MEDICAL INSTITUTE","LANTANA","FL","Proprietary 2 Year","33454","9"
"4233200","UNILATINA INTERNATIONAL COLLEGE","MIRAMAR","FL","Proprietary 2 Year","5730","1"
"395400","UNIV OF CENTRAL FLORIDA","ORLANDO","FL","Public 4 Year","88826410","23301"
"3856300","UNIVERSAL BEAUTY SCHOOL","SWEETWATER","FL","Proprietary 2 Year","727122","188"
"153500","UNIVERSITY OF FLORIDA","GAINESVILLE","FL","Public 4 Year","47546980","11457"
"4156300","UNIVERSITY OF FORT LAUDERDALE","LAUDERHILL","FL","Private 4 Year","66845","19"
"153600","UNIVERSITY OF MIAMI","CORAL GABLES","FL","Private 4 Year","8006444","1845"
"984100","UNIVERSITY OF NORTH FLORIDA","JACKSONVILLE","FL","Public 4 Year","18583680","5010"
"153700","UNIVERSITY OF SOUTH FLORIDA","TAMPA","FL","Public 4 Year","64032424","16335"
"153800","UNIVERSITY OF TAMPA","TAMPA","FL","Private 4 Year","7269952","1769"
"395500","UNIVERSITY OF WEST FLORIDA","PENSACOLA","FL","Public 4 Year","16962609","4312"
"675000","VALENCIA COMMUNITY COLLEGE","ORLANDO","FL","Public 4 Year","74901132","22747"
"4146200","WALTON CAREER DEVELOPMENT CENTER","DEFUNIAK SPRINGS","FL","Public 2 Year","392227","117"
"884800","WARNER UNIVERSITY","LAKE WALES","FL","Private 4 Year","3205317","758"
"752600","WASHINGTON HOLMES TECHNICAL CENTER","CHIPLEY","FL","Public 2 Year","1004961","276"
"154000","WEBBER INTERNATIONAL UNIVERSITY","BABSON PARK","FL","Private 4 Year","2539392","594"
"2504600","WINTER PARK TECH","WINTER PARK","FL","Public 2 Year","723223","214"
"2300900","WITHLACOOCHEE TECHNICAL INSTITUTE","INVERNESS","FL","Public 2 Year","901367","242"
"2346200","WYOTECH","ORMAND BEACH","FL","Private 2 Year","1091149","332"
"4225200","YECHANLAZ INSTITUTO VOCACIONAL","MIAMI","FL","Proprietary 2 Year","255321","86"
"3256300","YESHIVA GEDOLAH RABBINICAL COLLEGE","MIAMI BEACH","FL","Private 4 Year","116765","24"
"1034300","COLLEGE OF MICRONESIA - FSM","KOLONIA, POHNPEI","FM","Public 2 Year","10690957","2759"
"154100","ABRAHAM BALDWIN AGRICULTURAL CLG","TIFTON","GA","Public 4 Year","6609252","1707"
"154200","AGNES SCOTT COLLEGE","DECATUR","GA","Private 4 Year","1616025","371"
"154400","ALBANY STATE UNIVERSITY","ALBANY","GA","Public 4 Year","11599941","2621"
"560100","ALBANY TECHNICAL COLLEGE","ALBANY","GA","Public 2 Year","11557814","3871"
"2266200","AMERICAN PROFESSIONAL INSTITUTE","MACON","GA","Private 2 Year","337556","97"
"154500","ANDREW COLLEGE","CUTHBERT","GA","Private 2 Year","823997","177"
"154600","ARMSTRONG ATLANTIC STATE UNIVERSITY","SAVANNAH","GA","Public 4 Year","12793294","3208"
"927000","ART INSTITUTE OF ATLANTA (THE)","ATLANTA","GA","Proprietary 4 Year","20148941","5159"
"560000","ATHENS TECHNICAL COLLEGE","ATHENS","GA","Public 2 Year","5971816","3157"
"4160200","ATLANTA BEAUTY ACADEMY","DORAVILLE","GA","Proprietary 2 Year","584303","169"
"3104500","ATLANTA INSTITUTE OF MUSIC","DULUTH","GA","Proprietary 2 Year","240143","92"
"1216500","ATLANTA METROPOLITAN COLLEGE","ATLANTA","GA","Public 4 Year","10368585","2881"
"2580200","ATLANTA SCHOOL OF MASSAGE","ATLANTA","GA","Proprietary 2 Year","584460","183"
"854300","ATLANTA TECHNICAL COLLEGE","ATLANTA","GA","Public 2 Year","11633096","4536"
"4021300","AUGUSTA SCHOOL OF MASSAGE","EVANS","GA","Proprietary 2 Year","56227","21"
"559900","AUGUSTA TECHNICAL COLLEGE","AUGUSTA","GA","Public 2 Year","8662060","3874"
"3523300","AVIATION INSTITUTE OF MAINTENANCE","DULUTH","GA","Proprietary 2 Year","3116716","847"
"1107400","BAINBRIDGE COLLEGE","BAINBRIDGE","GA","Public 4 Year","7239264","2058"
"1157400","BAUDER COLLEGE","ATLANTA","GA","Proprietary 4 Year","845729","241"
"2577700","BEAUTY COLLEGE OF AMERICA","FOREST PARK","GA","Proprietary 2 Year","143520","35"
"155400","BERRY COLLEGE","MOUNT BERRY","GA","Private 4 Year","2151734","505"
"3076300","BEULAH HEIGHTS BIBLE COLLEGE","ATLANTA","GA","Private 4 Year","1216287","336"
"155600","BRENAU UNIVERSITY","GAINESVILLE","GA","Private 4 Year","3903833","1037"
"155700","BREWTON PARKER COLLEGE","MOUNT VERNON","GA","Private 4 Year","1196526","287"
"2060900","BROWN CLG OF COURT REPORTING & M.T.","ATLANTA","GA","Proprietary 2 Year","569194","187"
"3635300","CARVER BIBLE COLLEGE","ATLANTA","GA","Private 4 Year","113191","43"
"576300","CENTRAL GEORGIA TECHNICAL COLLEGE","MACON","GA","Public 2 Year","15644657","6355"
"562000","CHATTAHOOCHEE TECHNICAL COLLEGE","MARIETTA","GA","Public 2 Year","12359579","6305"
"155900","CLARK ATLANTA UNIVERSITY","ATLANTA","GA","Private 4 Year","9077297","2003"
"897600","CLAYTON STATE UNIVERSITY","MORROW","GA","Public 4 Year","17232092","4330"
"551100","COASTAL PINES TECHNICAL COLLEGE","WAYCROSS","GA","Public 2 Year","3631669","1754"
"3090600","COBB BEAUTY COLLEGE","KENNESAW","GA","Proprietary 2 Year","149849","41"
"155800","COLLEGE OF COASTAL GEORGIA","BRUNSWICK","GA","Public 4 Year","6719284","1782"
"156100","COLUMBUS STATE UNIVERSITY","COLUMBUS","GA","Public 4 Year","14458545","3657"
"562400","COLUMBUS TECHNICAL COLLEGE","COLUMBUS","GA","Public 2 Year","6316688","2874"
"348400","COVENANT COLLEGE","LOOKOUT MOUNTAIN","GA","Private 4 Year","1184840","304"
"2285500","CREATIVE CIRCUS, THE","ATLANTA","GA","Proprietary 2 Year","189549","48"
"395600","DALTON STATE COLLEGE","DALTON","GA","Public 4 Year","11136040","2966"
"154300","DARTON COLLEGE","ALBANY","GA","Public 4 Year","13839273","3803"
"1099700","EAST GEORGIA COLLEGE","SWAINSBORO","GA","Public 4 Year","8775436","2137"
"4204500","ELAINE STERLING INSTITUTE(THE)","SANDY SPRINGS","GA","Proprietary 2 Year","371929","117"
"156300","EMMANUEL COLLEGE","FRANKLIN SPRINGS","GA","Private 4 Year","1658739","387"
"156400","EMORY UNIVERSITY","ATLANTA","GA","Private 4 Year","7325175","1627"
"3445500","FAYETTE BEAUTY ACADEMY","FAYETTEVILLE","GA","Proprietary 2 Year","582590","136"
"156600","FORT VALLEY STATE UNIVERSITY","FORT VALLEY","GA","Public 4 Year","8439395","1870"
"4152300","GEORGIA BEAUTY ACADEMY","DALTON","GA","Proprietary 2 Year","417432","125"
"3005400","GEORGIA CAREER INSTITUTE","CONYERS","GA","Proprietary 2 Year","2123617","601"
"4156500","GEORGIA CHRISTIAN UNIVERSITY","LILBURN","GA","Private 4 Year","235215","46"
"160200","GEORGIA COLLEGE & STATE UNIVERSITY","MILLEDGEVILLE","GA","Public 4 Year","5242888","1280"
"4142900","GEORGIA GWINNETT COLLEGE","LAWRENCEVILLE","GA","Public 4 Year","26815857","6779"
"950700","GEORGIA HIGHLANDS COLLEGE","ROME","GA","Public 4 Year","10476957","3086"
"3089100","GEORGIA INSTITUTE OF COSMETOLOGY","ATHENS","GA","Proprietary 2 Year","1188464","342"
"156900","GEORGIA INSTITUTE OF TECHNOLOGY","ATLANTA","GA","Public 4 Year","11018182","2819"
"157100","GEORGIA MILITARY COLLEGE","MILLEDGEVILLE","GA","Public 4 Year","18925236","6190"
"402400","GEORGIA NORTHWESTERN TECHNICAL COLLEGE","ROME","GA","Public 2 Year","10049839","4526"
"156200","GEORGIA PERIMETER COLLEGE","CLARKSTON","GA","Public 2 Year","41983245","12557"
"562200","GEORGIA PIEDMONT TECHNICAL COLLEGE","CLARKSTON","GA","Public 2 Year","8671993","3496"
"157900","GEORGIA REGENTS UNIVERSITY","AUGUSTA","GA","Public 4 Year","9880621","2417"
"157200","GEORGIA SOUTHERN UNIVERSITY","STATESBORO","GA","Public 4 Year","31090986","7523"
"157300","GEORGIA SOUTHWESTERN STATE UNIV","AMERICUS","GA","Public 4 Year","5082028","1288"
"157400","GEORGIA STATE UNIVERSITY","ATLANTA","GA","Public 4 Year","59390379","14597"
"157500","GORDON COLLEGE","BARNESVILLE","GA","Public 4 Year","9932683","2522"
"411700","GRADY HEALTH SYSTEM","ATLANTA","GA","Public 2 Year","120786","31"
"1077100","GUPTON JONES COLLEGE","DECATUR","GA","Private 2 Year","399250","115"
"2583000","GWINNETT COLLEGE OF BUSINESS","LILBURN","GA","Proprietary 2 Year","1655238","484"
"3418300","GWINNETT COLLEGE-SANDY SPRINGS","SANDY SPRINGS","GA","Proprietary 2 Year","212157","73"
"2288400","GWINNETT TECHNICAL COLLEGE","LAWRENCEVILLE","GA","Public 2 Year","14408869","4792"
"4206400","HELMS COLLEGE","MACON","GA","Private 2 Year","536271","153"
"2284300","INTERACTIVE COLLEGE OF TECHNOLOGY","CHAMBLEE","GA","Proprietary 2 Year","10205668","2560"
"2520000","INTERNATIONAL SCH SKIN & NAILCARE","ATLANTA","GA","Proprietary 2 Year","897744","282"
"157700","KENNESAW STATE UNIVERSITY","KENNESAW","GA","Public 4 Year","41273799","10558"
"157706","KENNESAW STATE UNIVERSITY - MARIETTA CAM","MARIETTA","GA","Public 4 Year","10426380","2618"
"3748300","KEVOSNIK SCHOOL OF HAIR DESIGN","DUBLIN","GA","Proprietary 2 Year","9868","5"
"157800","LAGRANGE COLLEGE","LA GRANGE","GA","Private 4 Year","1702831","416"
"4147700","LAKE LANIER SCHOOL OF MASSAGE","GAINESVILLE","GA","Proprietary 2 Year","573267","162"
"525400","LANIER TECHNICAL COLLEGE","OAKWOOD","GA","Public 2 Year","4431676","2181"
"3042700","LAURUSTECHNICAL INSTITUTE","DECATUR","GA","Proprietary 2 Year","1391365","364"
"2074800","LIFE UNIVERSITY","MARIETTA","GA","Private 4 Year","1731233","412"
"3100900","LUTHER RICE UNIVERSITY","LITHONIA","GA","Private 4 Year","1051978","321"
"3804400","MEDTECH INSTITUTE","ATLANTA","GA","Proprietary 2 Year","1352412","425"
"158000","MERCER UNIVERSITY","MACON","GA","Private 4 Year","7592491","1891"
"158100","MIDDLE GEORGIA STATE COLLEGE","COCHRAN","GA","Public 4 Year","16891262","4421"
"158200","MOREHOUSE COLLEGE","ATLANTA","GA","Private 4 Year","4764766","1072"
"4221100","NEW HORIZONS MEDICAL INSTITUTE","NORCROSS","GA","Proprietary 2 Year","802403","214"
"561900","NORTH GEORGIA TECHNICAL COLLEGE","CLARKESVILLE","GA","Public 2 Year","7067014","2185"
"3155500","OCONEE FALL LINE TECHNICAL COLLEGE","SANDERSVILLE","GA","Public 2 Year","3360674","1396"
"3030000","OGEECHEE TECHNICAL COLLEGE","STATESBORO","GA","Public 2 Year","4932343","1941"
"158600","OGLETHORPE UNIVERSITY","ATLANTA","GA","Private 4 Year","1940737","450"
"3812300","OMNITECH INSTITUTE","DECATUR","GA","Proprietary 2 Year","841932","235"
"158700","PAINE COLLEGE","AUGUSTA","GA","Private 4 Year","3186450","705"
"2577000","PAUL MITCHELL THE SCHOOL - ESANI","ROSWELL","GA","Proprietary 2 Year","674333","177"
"4147000","PAUL MITCHELL THE SCHOOL ATLANTA","ATLANTA","GA","Proprietary 2 Year","1174591","278"
"158800","PIEDMONT COLLEGE","DEMOREST","GA","Private 4 Year","2715668","670"
"154700","POINT UNIVERSITY","EAST POINT","GA","Private 4 Year","3583697","860"
"2217200","PORTFOLIO CENTER","ATLANTA","GA","Proprietary 2 Year","112629","29"
"1205100","PRO WAY HAIR SCHOOL","STONE MOUNTAIN","GA","Proprietary 2 Year","897646","251"
"4150900","PROCESS INSTITUTE OF COSMETOLOGY (THE)","LAWRENCEVILLE","GA","Proprietary 2 Year","326264","86"
"4149900","PROFILE INSTITUTE OF BARBER-STYLING","ATLANTA","GA","Proprietary 2 Year","304071","73"
"158900","REINHARDT UNIVERSITY","WALESKA","GA","Private 4 Year","2532675","623"
"3102000","RIVERTOWN SCHOOL OF BEAUTY","COLUMBUS","GA","Proprietary 2 Year","670349","185"
"2321400","ROFFLER-MOLER HAIRSTYLING COLLEGE","MARIETTA","GA","Proprietary 2 Year","296481","77"
"4206600","SAE INSTITUTE OF TECHNOLOGY - ATLANTA","ATLANTA","GA","Proprietary 2 Year","1401346","395"
"2116000","SANFORD-BROWN COLLEGE","ATLANTA","GA","Proprietary 2 Year","8829096","2500"
"2141500","SAVANNAH COLLEGE OF ART & DESIGN","SAVANNAH","GA","Private 4 Year","9871167","2443"
"159000","SAVANNAH STATE UNIVERSITY","SAVANNAH","GA","Public 4 Year","16895417","3807"
"561800","SAVANNAH TECHNICAL COLLEGE","SAVANNAH","GA","Public 2 Year","11819699","4011"
"159100","SHORTER UNIVERSITY","ROME","GA","Private 4 Year","5017892","1288"
"159200","SOUTH GEORGIA STATE COLLEGE","DOUGLAS","GA","Public 4 Year","7016510","1779"
"561700","SOUTH GEORGIA TECHNICAL COLLEGE","AMERICUS","GA","Public 2 Year","3498057","1342"
"1303900","SOUTH UNIVERSITY","SAVANNAH","GA","Proprietary 4 Year","52551488","15980"
"3066500","SOUTHEASTERN TECHNICAL COLLEGE","VIDALIA","GA","Public 2 Year","3001777","1419"
"562100","SOUTHERN CRESCENT TECHNICAL COLLEGE","GRIFFIN","GA","Public 2 Year","14188497","4502"
"561500","SOUTHERN REGIONAL TECHNICAL COLLEGE","THOMASVILLE","GA","Public 2 Year","2275234","1047"
"561506","SOUTHERN REGIONAL TECHNL COLG - MOULTRIE","MOULTRIE","GA","Public 2 Year","4168985","1541"
"159400","SPELMAN COLLEGE","ATLANTA","GA","Private 4 Year","4694720","1029"
"4208000","TECHNOLOGY CENTER","NORCROSS","GA","Proprietary 2 Year","9614","4"
"155500","THOMAS UNIVERSITY","THOMASVILLE","GA","Private 4 Year","1754323","476"
"159600","TOCCOA FALLS COLLEGE","TOCCOA FALLS","GA","Private 4 Year","2001472","475"
"159700","TRUETT MCCONNELL COLLEGE","CLEVELAND","GA","Private 4 Year","1556408","378"
"4218000","UNITED MEDICAL AND BUSINESS INSTITUTE","EAST POINT","GA","Proprietary 2 Year","386200","137"
"160100","UNIV OF WEST GEORGIA","CARROLLTON","GA","Public 4 Year","22759446","5399"
"159800","UNIVERSITY OF GEORGIA","ATHENS","GA","Public 4 Year","28030457","6654"
"158500","UNIVERSITY OF NORTH GEORGIA","DAHLONEGA","GA","Public 4 Year","23085942","6243"
"159900","VALDOSTA STATE UNIVERSITY","VALDOSTA","GA","Public 4 Year","19590772","4761"
"3116100","VOGUE BEAUTY AND BARBER SCHOOL","HIRAM","GA","Proprietary 2 Year","542107","152"
"160000","WESLEYAN COLLEGE","MACON","GA","Private 4 Year","1134213","254"
"1048700","WEST GEORGIA TECHNICAL COLLEGE","WACO","GA","Public 2 Year","9561798","4654"
"525600","WIREGRASS GEORGIA TECHNICAL COLLEGE","VALDOSTA","GA","Public 2 Year","6515916","2997"
"4203800","WOODRUFF MEDICAL TRAINING AND TESTING","DECATUR","GA","Proprietary 2 Year","566346","183"
"160400","YOUNG HARRIS COLLEGE","YOUNG HARRIS","GA","Private 4 Year","2091662","483"
"1536100","GUAM COMMUNITY COLLEGE","BARRIGADA","GU","Public 2 Year","6600298","1926"
"3438300","PACIFIC ISLANDS UNIVERSITY","MANGILAO","GU","Private 4 Year","319717","68"
"393500","UNIV OF GUAM","MANGILAO","GU","Public 4 Year","8764709","2134"
"160600","BRIGHAM YOUNG UNIV-HAWAII CAMPUS","LAIE","HI","Private 4 Year","3257393","759"
"160500","CHAMINADE UNIV OF HONOLULU","HONOLULU","HI","Private 4 Year","3992259","1006"
"525800","HAWAII COMMUNITY COLLEGE","HILO","HI","Public 2 Year","5448983","1488"
"2139500","HAWAII INSTITUTE OF HAIR DESIGN","HONOLULU","HI","Proprietary 2 Year","398715","97"
"4182200","HAWAII MEDICAL INSTITUTE","HONOLULU","HI","Proprietary 2 Year","1271491","438"
"727900","HAWAII PACIFIC UNIVERSITY","HONOLULU","HI","Private 4 Year","4535282","1211"
"161200","HONOLULU COMMUNITY COLLEGE","HONOLULU","HI","Public 2 Year","4471734","1234"
"161300","KAPIOLANI COMMUNITY COLLEGE","HONOLULU","HI","Public 2 Year","6569295","1871"
"161400","KAUAI COMMUNITY COLLEGE","LIHUE","HI","Public 2 Year","2074806","611"
"454900","LEEWARD COMMUNITY COLLEGE","PEARL CITY","HI","Public 2 Year","7676700","2305"
"2100300","MED-ASSIST SCHOOL OF HAWAII","HONOLULU","HI","Proprietary 2 Year","200722","53"
"4175100","PAUL MITCHELL THE SCHOOL HONOLULU","HONOLULU","HI","Proprietary 2 Year","540061","126"
"3017800","TRAVEL INSTITUTE OF THE PACIFIC","HONOLULU","HI","Proprietary 2 Year","355520","77"
"2107800","UNIVERSITY OF HAWAII - WEST OAHU","KAPOLEI","HI","Public 4 Year","3840516","1040"
"161100","UNIVERSITY OF HAWAII AT HILO","HILO","HI","Public 4 Year","7533444","1744"
"161000","UNIVERSITY OF HAWAII AT MANOA","HONOLULU","HI","Public 4 Year","19152343","4623"
"161500","UNIVERSITY OF HAWAII MAUI COLLEGE","KAHULUI","HI","Public 4 Year","6194935","1876"
"1122000","WINDWARD COMMUNITY COLLEGE","KANEOHE","HI","Public 2 Year","3199448","959"
"396300","AIB COLLEGE OF BUSINESS","DES MOINES","IA","Private 4 Year","1456700","432"
"3069100","ALLEN COLLEGE","WATERLOO","IA","Private 4 Year","411010","121"
"765800","AMER COLL OF HAIRSTYLING-DES MOINES","DES MOINES","IA","Proprietary 2 Year","16640","5"
"2289000","AMERICAN HAIR ACADEMY","FT MADISON","IA","Proprietary 2 Year","110999","26"
"4203300","AVEDA INSTITUTE DES MOINES","DES MOINES","IA","Proprietary 2 Year","338308","98"
"184600","BRIAR CLIFF UNIVERSITY","SIOUX CITY","IA","Private 4 Year","1705581","437"
"184700","BUENA VISTA UNIVERSITY","STORM LAKE","IA","Private 4 Year","4651114","1190"
"758800","CAPRI COLLEGE","DUBUQUE","IA","Proprietary 2 Year","614548","153"
"771700","CAPRI COLLEGE","DAVENPORT","IA","Proprietary 2 Year","456858","126"
"2090300","CAPRI COLLEGE","CEDAR RAPIDS","IA","Proprietary 2 Year","481226","127"
"3720300","CARLSON COLLEGE OF MASSAGE THERAPY","ANAMOSA","IA","Proprietary 2 Year","38972","10"
"185000","CENTRAL COLLEGE","PELLA","IA","Private 4 Year","1445858","374"
"185200","CLARKE UNIVERSITY","DUBUQUE","IA","Private 4 Year","1336246","353"
"407501","CLINTON COMMUNITY COLLEGE","CLINTON","IA","Public 2 Year","1812626","567"
"185400","COE COLLEGE","CEDAR RAPIDS","IA","Private 4 Year","1688002","415"
"794100","COLLEGE OF HAIR DESIGN","WATERLOO","IA","Proprietary 2 Year","149013","36"
"185600","CORNELL COLLEGE","MOUNT VERNON","IA","Private 4 Year","1547673","361"
