"PELLID","Institution","City","State","Recipients","Awards"
"3946","University of the Virgin Islands","Saint Thomas","VI","988","2111884"
"3682","Bennington College","Bennington","VT","119","246497"
"12183","Burlington College","Burlington","VT","85","127044"
"3683","Castleton State College","Castleton","VT","473","929796.93999999994"
"3684","Champlain College","Burlington","VT","618","1060561.0900000001"
"3685","College of St Joseph","Rutland","VT","125","222105"
"11167","Community College of Vermont","Waterbury","VT","2104","2742814.9900000002"
"3686","Goddard College","Plainfield","VT","185","366530"
"3687","Green Mountain College","Poultney","VT","174","323331"
"3688","Johnson State College","Johnson","VT","587","1088666.7"
"17157","Landmark College","Putney","VT","49","93977"
"3689","Lyndon State College","Lyndonville","VT","429","828051.66000000003"
"3690","Marlboro College","Marlboro","VT","106","208332.01999999999"
"3691","Middlebury College","Middlebury","VT","189","376610"
"3692","Norwich University","Northfield","VT","686","1290310.05"
"15594","Rutland Regional Medical Center School of Radiologic Technology","Rutland","VT","2","4200"
"3694","Saint Michael's College","Colchester","VT","285","533419"
"3693","Southern Vermont College","Bennington","VT","242","416654.5"
"14991","Sterling College","Craftsbury Common","VT","33","65090"
"3695","Trinity College of Vermont","Burlington","VT","235","419290.90000000002"
"3696","University of Vermont and State Agricultural College","Burlington","VT","1359","2405576"
"3698","Vermont Technical College","Randolph Center","VT","314","576405"
"14348","Woodbury College","Montpelier","VT","84","139623"
"16059","Bastyr University","Kenmore","WA","63","130407"
"12259","BATES TECHNICAL COLLEGE","Tacoma","WA","794","1344240.9299999999"
"3769","Bellevue Community College","Bellevue","WA","1180","1818852.2"
"16227","Bellingham Technical College","Bellingham","WA","320","485109.46999999997"
"3770","Big Bend Community College","Moses Lake","WA","660","1078651.98"
"3771","Central Washington University","Ellensburg","WA","2039","3939270.96"
"3772","Centralia College","Centralia","WA","535","872155.59999999998"
"13022","City University","Bellevue","WA","153","189954"
"3773","Clark Community College","Vancouver","WA","1649","2593363.2200000002"
"15984","Clover Park Technical College","Lakewood","WA","1077","1554524.6599999999"
"3774","Columbia Basin College","Pasco","WA","1139","1790830.77"
"12315","Cornish College of the Arts","Seattle","WA","201","410438.15000000002"
"3775","Eastern Washington University","Cheney","WA","2563","5209496"
"5001","Edmonds Community College","Lynnwood","WA","1132","1857137.3799999999"
"3776","Everett Community College","Everett","WA","905","1458563.78"
"8155","Evergreen State College (The)","Olympia","WA","1285","2501046.3100000001"
"3778","Gonzaga University","Spokane","WA","647","1290062.8500000001"
"3779","Grays Harbor College","Aberdeen","WA","798","1455366.0700000001"
"3780","Green River Community College","Auburn","WA","783","1257093.72"
"16175","HENRY COGSWELL COLLEGE","Everett","WA","11","23778"
"3777","Heritage College","Toppenish","WA","409","827073.80000000005"
"3781","Highline Community College","Des Moines","WA","1397","2364018.5600000001"
"32833","Inland Northwest Heating, Ventilation & Air Conditioning Training Ctr.","Spokane","WA","26","41318.5"
"5373","Lake Washington Technical College","Kirkland","WA","542","889934.48999999999"
"3782","Lower Columbia College","Longview","WA","992","1916219.1200000001"
"9704","North Seattle Community College","Seattle","WA","669","1251016.8500000001"
"3783","Northwest College of the Assemblies of God","Kirkland","WA","276","499865.71000000002"
"21800","Northwest Indian College","Bellingham","WA","250","433373"
"3784","Olympic College","Bremerton","WA","1480","2411386.5"
"3785","Pacific Lutheran University","Tacoma","WA","777","1472419.9399999999"
"3786","Peninsula College","Port Angeles","WA","581","975107.07999999996"
"9387","Perry Technical Institute","Yakima","WA","236","463718.08000000002"
"5000","Pierce College","Lakewood","WA","1913","2855495.4300000002"
"13681","Puget Sound Christian College","Edmonds","WA","75","153586"
"14001","Renton Technical College","Renton","WA","494","811304.26000000001"
"3794","Saint Martins College","Lacey","WA","394","742046.70999999996"
"3787","Seattle Central Community College","Seattle","WA","1485","2406257.46"
"33616","Seattle Midwifery School","Seattle","WA","4","12500"
"3788","Seattle Pacific University","Seattle","WA","542","962972"
"3790","Seattle University","Seattle","WA","686","1400699"
"3791","Shoreline Community College","Seattle","WA","895","1441138"
"3792","Skagit Valley College","Mount Vernon","WA","1017","1588790.46"
"5372","SOUTH PUGET SOUND COMMUNITY COLLEGE","Olympia","WA","1193","1878889.53"
"9706","South Seattle Community College","Seattle","WA","537","886506.40000000002"
"3793","Spokane Community College","Spokane","WA","3355","6105785.5700000003"
"9544","Spokane Falls Community College","Spokane","WA","2776","4640510.3099999996"
"3796","TACOMA COMMUNITY COLLEGE","Tacoma","WA","1994","3187163.2000000002"
"13525","Trinity Lutheran College","Issaquah","WA","33","68193"
"3797","University of Puget Sound","Tacoma","WA","357","690857"
"3798","University of Washington","Seattle","WA","6067","11985828.49"
"3799","Walla Walla College","College Place","WA","466","915537"
"5006","Walla Walla Community College","Walla Walla","WA","992","1880418.1000000001"
"3800","Washington State University","Pullman","WA","4213","8220243.4400000004"
"3801","Wenatchee Valley College","Wenatchee","WA","933","1777477.8100000001"
"3802","Western Washington University","Bellingham","WA","2635","4831573.04"
"10364","Whatcom Community College","Bellingham","WA","962","1419460.1100000001"
"3803","Whitman College","Walla Walla","WA","142","284318"
"3804","Whitworth College","Spokane","WA","400","714998"
"3805","Yakima Valley Community College","Yakima","WA","1478","2573786.3900000001"
"3832","Alverno College","Milwaukee","WI","812","1289451.1200000001"
"6639","Bellin College of Nursing","Green Bay","WI","23","39342"
"6108","Bellin Hospital School of Radiologic Technology","Green Bay","WI","1","3125"
"3835","Beloit College","Beloit","WI","200","397836.87"
"5390","Blackhawk Technical College","Janesville","WI","607","1041199"
"3837","Cardinal Stritch University","Milwaukee","WI","633","950399.92000000004"
"3838","Carroll College","Waukesha","WI","460","728961"
"3839","Carthage College","Kenosha","WI","418","725983.69999999995"
"5304","Chippewa Valley Technical College","Eau Claire","WI","987","1540601.8500000001"
"31251","College of the Menominee Nation","Keshena","WI","149","224182"
"3842","Concordia University Wisconsin","Mequon","WI","747","1208931"
"3848","Edgewood College","Madison","WI","347","581936.5"
"9744","Fox Valley Technical College","Appleton","WI","913","1366596.6799999999"
"5389","Gateway Technical College","Kenosha","WI","912","1364585"
"17199","Lac Courte Oreilles Ojibwa Community College","Hayward","WI","227","482038"
"3854","Lakeland College","Plymouth","WI","544","853646"
"9194","Lakeshore Technical College","Cleveland","WI","378","582549"
"3856","Lawrence University","Appleton","WI","207","368452"
"4007","Madison Area Technical College","Madison","WI","1579","2432856.75"
"16394","Maranatha Baptist Bible College","Watertown","WI","280","507241.5"
"3861","Marian College of Fond du Lac","Fond Du Lac","WI","356","619964"
"3863","Marquette University","Milwaukee","WI","1025","1892916"
"6115","Mercy Medical Center School of Radiologic Technology","Oshkosh","WI","5","10973"
"5380","Mid-State Technical College","Wisconsin Rapids","WI","741","1241611.29"
"3866","Milwaukee Area Technical College","Milwaukee","WI","5040","8352093"
"14203","Milwaukee Institute of Art & Design","Milwaukee","WI","176","348953"
"3868","Milwaukee School of Engineering","Milwaukee","WI","318","521653.09000000003"
"5303","Moraine Park Technical College","Fond Du Lac","WI","437","659424"
"3869","Mount Mary College","Milwaukee","WI","265","484609.5"
"3873","Mount Senario College","Ladysmith","WI","339","647333.79000000004"
"8919","Nicolet College Technical Institute","Rhinelander","WI","462","773035"
"5387","Northcentral Technical Institute","Wausau","WI","684","1052802.26"
"5301","Northeast Wisconsin Technical College","Green Bay","WI","672","1200339.5"
"3875","Northland College","Ashland","WI","289","572345"
"3884","Ripon College","Ripon","WI","175","315849.5"
"6126","Saint Luke's Medical Center","Milwaukee","WI","3","7375"
"3850","Silver Lake College","Manitowoc","WI","182","316037"
"7699","Southwest Wisconsin Technical College","Fennimore","WI","483","912679"
"3892","St Norbert College","De Pere","WI","311","517857.5"
"3917","University of Wisconsin - Eau Claire","Eau Claire","WI","1901","3248899.48"
"3899","UNIVERSITY OF WISCONSIN - GREEN BAY","Green Bay","WI","1047","1795099"
"3919","University of Wisconsin - LaCrosse","La Crosse","WI","1615","2637738.2000000002"
"3895","University of Wisconsin - Madison","Madison","WI","3401","6048915.4699999997"
"3896","UNIVERSITY OF WISCONSIN - MILWAUKEE","Milwaukee","WI","3759","6839893.7000000002"
"3920","University of Wisconsin - Oshkosh","Oshkosh","WI","1764","3020464.5"
"5015","UNIVERSITY OF WISCONSIN - PARKSIDE","Kenosha","WI","1107","2130263.75"
"3921","University of Wisconsin - Platteville","Platteville","WI","1183","2024009.0700000001"
"3923","University of Wisconsin - River Falls","River Falls","WI","1163","2119597.5299999998"
"3924","University of Wisconsin - Stevens Point","Stevens Point","WI","1883","3321632.54"
"3915","University of Wisconsin - Stout","Menomonie","WI","1707","3284206.1400000001"
"3925","University of Wisconsin - Superior","Superior","WI","925","1441674.4299999999"
"3926","University of Wisconsin - Whitewater","Whitewater","WI","1652","3000720"
"3897","UNIVERSITY OF WISCONSIN COLLEGES","Madison","WI","1966","3155281.1800000002"
"3911","Viterbo College","La Crosse","WI","543","946393"
"5294","Waukesha County Technical College","Pewaukee","WI","353","506417.82000000001"
"3840","Western Wisconsin Technical College","La Crosse","WI","1146","1963177"
"11824","Wisconsin Indianhead Vocational Technical & Adult Education Dist 17","Shell Lake","WI","1106","1903106.3"
"14658","Wisconsin Lutheran College","Milwaukee","WI","123","182544.5"
"15748","Academy of Careers and Technology","Beckley","WV","133","185888"
"3806","Alderson Broaddus College","Philippi","WV","309","645082"
"7544","Appalachian Bible College","Bradley","WV","155","312287"
"12359","B M Spurr School of Practical Nursing","Glen Dale","WV","7","15275"
"13732","Benjamin Franklin Career & Technical Center","Dunbar","WV","107","250035"
"3808","Bethany College","Bethany","WV","243","502926"
"3809","Bluefield State College","Bluefield","WV","1108","2222547.1699999999"
"13938","Cabell County Vocational Technical Center","Huntington","WV","104","148830.5"
"14060","Carver Career Center","Charleston","WV","117","228730"
"3807","College of West Virginia","Beckley","WV","1332","2854025"
"3810","Concord College","Athens","WV","1097","2311270.3799999999"
"3811","Davis & Elkins College","Elkins","WV","290","639969.31000000006"
"3812","Fairmont State College","Fairmont","WV","2226","4309538.3300000001"
"30765","Fayette Plateau Vocational Technical Center","Oak Hill","WV","30","66332.5"
"17035","Fred W. Eberle Tri-County Vocational Tech","Buckhannon","WV","44","84583"
"15675","Garnet Career Center","Charleston","WV","171","309227.75"
"3813","Glenville State College","Glenville","WV","1148","2409530.3799999999"
"31232","Human Resource Development & Employment -","Morgantown","WV","75","145866.20999999999"
"8355","James Rumsey Technical Institute","Martinsburg","WV","49","116266"
"15020","Marion County Technical Center","Farmington","WV","12","29682"
"3815","Marshall University","Huntington","WV","3534","7035183.5300000003"
"17054","Mercer County Technical Education Center","Princeton","WV","39","98793"
"13969","Mineral County Vocational Technical Center","Keyser","WV","27","46659.330000000002"
"12904","Monongalia County Technical Education Ctr","Morgantown","WV","40","90833"
"25799","North Central (WV) Opportunties Industrialization Center","Fairmont","WV","43","74946"
"3819","Ohio Valley College","Parkersburg","WV","172","321116"
"3829","Potomac State College of West Virginia University","Keyser","WV","397","809185.96999999997"
"17016","Ralph R. Willis Vocational Center","Logan","WV","50","115400"
"13657","Roane Jackson Technical Center","Le Roy","WV","38","86952"
"3820","Salem Teikyo University","Salem","WV","250","524279"
"3822","Shepherd College","Shepherdstown","WV","944","1789276"
