"OPEID","NAME","CITY","STATE","Type & Control","Recipients","Awards"
"722900","WESTERN BEAUTY INSTITUTE","PANORAMA CITY","CA","Proprietary 2 Year","993","4008976"
"134100","WESTMONT COLLEGE","SANTA BARBARA","CA","Private 4 Year","285","1136633"
"3072700","WESTWOOD COLLEGE - LOS ANGELES","LOS ANGELES","CA","Proprietary 4 Year","7648","36947490.000000201"
"134200","WHITTIER COLLEGE","WHITTIER","CA","Private 4 Year","534","2315592"
"128100","WILLIAM JESSUP UNIVERSITY","ROCKLIN","CA","Private 4 Year","326","1325791"
"134300","WOODBURY UNIVERSITY","BURBANK","CA","Private 4 Year","723","3233393"
"4143800","WOODLAND COMMUNITY COLLEGE","WOODLAND","CA","Public 2 Year","1180","3873161"
"3868300","WORLD MISSION UNIVERSITY","LOS ANGELES","CA","Private 4 Year","52","189548"
"719000","WYOTECH","FREMONT","CA","Proprietary 2 Year","1858","7465464"
"1287300","WYOTECH","LONG BEACH","CA","Proprietary 2 Year","3938","14228986"
"2262400","YESHIVA OHR ELCHONON CHABAD","LOS ANGELES","CA","Private 4 Year","88","460350"
"134400","YUBA COLLEGE","MARYSVILLE","CA","Public 2 Year","4047","13275376"
"4140400","ACADEMY OF MEDICAL & HEALTH SCIENCE","PUEBLO","CO","Proprietary 2 Year","6","28957"
"4093300","ACADEMY OF NATURAL THERAPY","GREELEY","CO","Proprietary 2 Year","75","253968"
"134500","ADAMS STATE COLLEGE","ALAMOSA","CO","Public 4 Year","1720","7192274.0000000196"
"758200","AIMS COMMUNITY COLLEGE","GREELEY","CO","Public 2 Year","2374","8378681.9999999898"
"4127700","AMERICAN SENTINEL UNIVERSITY","AURORA","CO","Proprietary 4 Year","93","259898"
"134600","ARAPAHOE COMMUNITY COLLEGE","LITTLETON","CO","Public 2 Year","3362","10176285"
"2078900","ART INSTITUTE OF COLORADO (THE)","DENVER","CO","Proprietary 4 Year","1442","4979265"
"4080300","ASPEN UNIVERSITY","DENVER","CO","Proprietary 4 Year","19","62249"
"4167100","AVEDA INSTITUTE DENVER","DENVER","CO","Proprietary 2 Year","185","994844"
"1267000","BEL-REA INST OF ANIMAL TECH","DENVER","CO","Proprietary 2 Year","548","2339511"
"3013100","BOULDER COLLEGE OF MASSAGE THERAPY","BOULDER","CO","Private 2 Year","72","253037"
"2594300","COLLEGE AMERICA - DENVER","DENVER","CO","Proprietary 4 Year","2450","13268753"
"4185000","COLORADO ACADEMY OF VETERINARY TECHNOLOG","COLORADO SPRINGS","CO","Proprietary 2 Year","5","12904"
"940100","COLORADO CHRISTIAN UNIVERSITY","LAKEWOOD","CO","Private 4 Year","1102","3809162"
"134700","COLORADO COLLEGE","COLORADO SPRINGS","CO","Private 4 Year","220","922806.00000000105"
"3289300","COLORADO HEIGHTS UNIVERSITY","DENVER","CO","Private 4 Year","143","567543"
"450600","COLORADO MOUNTAIN COLLEGE","GLENWOOD SPRINGS","CO","Public 4 Year","1041","3696981"
"135900","COLORADO NORTHWESTERN COMMUNITY COLLEGE","RANGELY","CO","Public 2 Year","340","1291953"
"3584400","COLORADO SCHOOL OF HEALING ARTS","LAKEWOOD","CO","Proprietary 2 Year","156","523553"
"134800","COLORADO SCHOOL OF MINES","GOLDEN","CO","Public 4 Year","769","3184909"
"1157200","COLORADO SCHOOL OF TRADES","LAKEWOOD","CO","Proprietary 2 Year","114","470918"
"135000","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","Public 4 Year","5496","22449463"
"136500","COLORADO STATE UNIVERSITY-PUEBLO","PUEBLO","CO","Public 4 Year","3239","13091016"
"1014800","COLORADO TECHNICAL UNIVERSITY","COLORADO SPRINGS","CO","Proprietary 4 Year","32490","114630000"
"2276900","COMMUNITY COLLEGE OF AURORA","AURORA","CO","Public 2 Year","3513","10384434"
"954200","COMMUNITY COLLEGE OF DENVER","DENVER","CO","Public 2 Year","7472","24322307"
"887100","CONCORDE CAREER INSTITUTE","DENVER","CO","Proprietary 2 Year","1031","4260698"
"3776300","CULINARY SCHOOL OF THE ROCKIES","BOULDER","CO","Proprietary 2 Year","28","104156"
"3972300","CUTTIN' UP BEAUTY ACADEMY","DENVER","CO","Proprietary 2 Year","26","81329"
"2156200","DELTA - MONTROSE TECHNICAL COLLEGE","DELTA","CO","Public 2 Year","100","305956"
"2188700","DENVER ACAD OF COURT REPORTING","WESTMINSTER","CO","Proprietary 2 Year","114","434574"
"4148300","DENVER SCHOOL OF NURSING","DENVER","CO","Proprietary 4 Year","201","779588"
"559600","EMILY GRIFFITH OPPORTUNITY SCH","DENVER","CO","Public 2 Year","484","1616457"
"2072200","EMPIRE BEAUTY SCHOOL -ARVADA","DENVER","CO","Proprietary 2 Year","96","382886"
"2160600","EMPIRE BEAUTY SCHOOL -THORNTON","THORNTON","CO","Proprietary 2 Year","180","712592"
"1070900","EMPIRE BEAUTY SCHOOL-LAKEWOOD","LAKEWOOD","CO","Proprietary 2 Year","138","567212"
"2141100","EMPIRE BEAUTY SCHOOL-LITTLETON","WESTMINSTER","CO","Proprietary 2 Year","245","1051639"
"450300","EVEREST COLLEGE","COLORADO SPRINGS","CO","Proprietary 2 Year","2242","8525342.9999999907"
"450700","EVEREST COLLEGE","THORNTON","CO","Proprietary 2 Year","2389","8414958"
"135300","FORT LEWIS COLLEGE","DURANGO","CO","Public 4 Year","1357","5683906"
"793300","FRONT RANGE COMMUNITY COLLEGE","WESTMINSTER","CO","Public 2 Year","8551","26607785"
"2267500","GLENWOOD BEAUTY ACADEMY","GLENWOOD SPRINGS","CO","Proprietary 2 Year","64","256631"
"2518500","HAIR DYNAMICS EDUCATION CENTER","FORT COLLINS","CO","Proprietary 2 Year","154","650142"
"2611000","HERITAGE COLLEGE","DENVER","CO","Proprietary 2 Year","2256","8717120.0000000093"
"3006300","INST OF BUSINESS & MEDICAL CAREERS","FORT COLLINS","CO","Proprietary 2 Year","1244","5466785.9999999898"
"2253700","INTELLITEC COLLEGE","COLORADO SPRINGS","CO","Proprietary 2 Year","650","3357773"
"3066900","INTELLITEC COLLEGE","GRAND JUNCTION","CO","Proprietary 2 Year","929","4417548.9999999898"
"863500","INTELLITEC MEDICAL INSTITUTE","COLORADO SPRINGS","CO","Proprietary 2 Year","558","2710688"
"1285000","INTERNATIONAL SALON AND SPA ACADEMY","COLORADO SPRINGS","CO","Proprietary 2 Year","243","897261"
"732912","ITT TECHNICAL INSTITUTE","THORNTON","CO","Proprietary 4 Year","2283","10438975"
"3534300","JONES INTERNATIONAL UNIVERSITY","CENTENNIAL","CO","Proprietary 4 Year","2624","7571111"
"2167600","KAPLAN COLLEGE","THORNTON","CO","Proprietary 2 Year","240","932592"
"135500","LAMAR COMMUNITY COLLEGE","LAMAR","CO","Public 2 Year","447","1740593"
"754700","LINCOLN COLLEGE OF TECHNOLOGY","DENVER","CO","Proprietary 2 Year","1072","4916547"
"3976300","MASSAGE THERAPY INSTITUTE OF COLORADO","DENVER","CO","Proprietary 2 Year","34","120369"
"135800","MESA STATE COLLEGE","GRAND JUNCTION","CO","Public 4 Year","3679","13334020"
"136000","METROPOLITAN STATE CLG OF DENVER","DENVER","CO","Public 4 Year","10257","37033571.000000097"
"4125100","MONTESSORI CASA INTERNATIONAL","GREENWOOD VILLAGE","CO","Private 2 Year","3","12480"
"3306300","MONTESSORI EDUC CRT OF THE ROCKIES","BOULDER","CO","Private 2 Year","7","36100"
"998100","MORGAN COMMUNITY COLLEGE","FORT MORGAN","CO","Public 2 Year","833","2780604"
"2117500","NAROPA UNIVERSITY","BOULDER","CO","Private 4 Year","243","935524"
"4139300","NATIONAL BEAUTY COLLEGE","DENVER","CO","Proprietary 2 Year","103","665297"
"1300700","NAZARENE BIBLE COLLEGE","COLORADO SPRINGS","CO","Private 4 Year","411","1247768"
"136100","NORTHEASTERN JUNIOR COLLEGE","STERLING","CO","Public 2 Year","818","3049769"
"136200","OTERO JUNIOR COLLEGE","LA JUNTA","CO","Public 2 Year","1009","3625458"
"4170200","PAUL MITCHELL THE SCHOOL COLORADO SPRING","COLORADO SPRINGS","CO","Proprietary 2 Year","181","835929"
"1287500","PICKENS TECHNICAL COLLEGE","AURORA","CO","Public 2 Year","369","1144877"
"889600","PIKES PEAK COMMUNITY COLLEGE","COLORADO SPRINGS","CO","Public 2 Year","8017","25933600"
"4177100","PIMA MEDICAL INSTITUTE-SOUTH DENVER","DENVER","CO","Proprietary 2 Year","2","10074"
"3014900","PLATT COLLEGE","AURORA","CO","Proprietary 4 Year","107","581120"
"2116300","PUEBLO COMMUNITY COLLEGE","PUEBLO","CO","Public 2 Year","4910","16953828"
"954300","RED ROCKS COMMUNITY COLLEGE","LAKEWOOD","CO","Public 2 Year","3717","11755305"
"729700","REDSTONE COLLEGE","BROOMFIELD","CO","Proprietary 2 Year","814","4203894"
"136300","REGIS UNIVERSITY","DENVER","CO","Private 4 Year","1626","5627805.9999999898"
"3012100","REMINGTON COLLEGE - COLORADO SPRINGS CAM","LAKEWOOD","CO","Proprietary 4 Year","189","711143"
"764900","ROCKY MOUNTAIN COLG OF ART & DESIGN","DENVER","CO","Proprietary 4 Year","295","1245122"
"4172500","ROLF INSTITUTE OF STRUCTURAL INTEGRATION","BOULDER","CO","Private 2 Year","7","13048"
"2165200","SALON PROFESSIONAL ACADEMY (THE)","GRAND JUNCTION","CO","Proprietary 2 Year","71","366912"
"4173800","SALON PROFESSIONAL ACADEMY (THE)","COLORADO SPRINGS","CO","Proprietary 2 Year","70","318796"
"1073200","SAN JUAN BASIN TECHNICAL COLLEGE","MANCOS","CO","Public 2 Year","1","775"
"4151100","SUMMIT SALON & BEAUTY SCHOOL","WOODLAND PARK","CO","Proprietary 2 Year","18","113775"
"3670300","TONI & GUY HAIRDRESSING ACADEMY","COLORADO SPRINGS","CO","Proprietary 2 Year","149","770103"
"136800","TRINIDAD STATE JR COLLEGE","TRINIDAD","CO","Public 2 Year","1245","4759871"
"4179700","UNITED BEAUTY COLLEGE","DENVER","CO","Proprietary 2 Year","11","21245"
"450900","UNIV OF COLORADO AT COLO SPRINGS","COLORADO SPRINGS","CO","Public 4 Year","2574","10300140"
"450800","UNIVERSITY OF COLORADO DENVER","DENVER","CO","Public 4 Year","3717","14731932"
"137000","UNIVERSITY OF COLORADO-BOULDER","BOULDER","CO","Public 4 Year","4866","20022923"
"137100","UNIVERSITY OF DENVER","DENVER","CO","Private 4 Year","1121","4206223"
"134900","UNIVERSITY OF NORTHERN COLORADO","GREELEY","CO","Public 4 Year","3234","13256021"
"137200","WESTERN STATE COLLEGE","GUNNISON","CO","Public 4 Year","628","2422198"
"754800","WESTWOOD COLLEGE - DENVER NORTH","DENVER","CO","Proprietary 4 Year","4164","24018318"
"3027400","XENON INTERNATIONAL ACADEMY III","AURORA","CO","Proprietary 2 Year","117","496734"
"4104300","ACADEMY DI CAPELLI - SCHOOL OF COSMETOLO","WALLINGFORD","CT","Proprietary 2 Year","46","204698"
"982200","ALBERT I PRINCE TECHNICAL HIGH SCHOOL","HARTFORD","CT","Public 2 Year","29","96645"
"3927300","ALBERT SCHOOL (THE)","NIANTIC","CT","Proprietary 2 Year","266","878761"
"137400","ALBERTUS MAGNUS COLLEGE","NEW HAVEN","CT","Private 4 Year","751","2874649"
"2106600","AMERICAN INSTITUTE","WEST HARTFORD","CT","Proprietary 4 Year","1108","3555842"
"1115000","ASNUNTUCK COMMUNITY COLLEGE","ENFIELD","CT","Public 2 Year","687","2192621"
"4128800","BRANFORD ACADEMY OF HAIR & COSMETOLOGY","BRANFORD","CT","Proprietary 2 Year","52","196290"
"2074000","BRANFORD HALL CAREER INSTITUTE","BRANFORD","CT","Proprietary 2 Year","4383","14941868"
"618100","BRIDGEPORT HOSP SCHL OF NURSING","BRIDGEPORT","CT","Private 2 Year","53","141157"
"887400","BRIO ACADEMY OF COSMETOLOGY","MERIDEN","CT","Proprietary 2 Year","518","1858521"
"1041700","BRIO ACADEMY OF EAST HARTFORD","EAST HARTFORD","CT","Proprietary 2 Year","191","607054.00000000105"
"1149600","BULLARD HAVENS VOC TECH SCHOOL","BRIDGEPORT","CT","Public 2 Year","13","20048"
"2115100","BUTLER BUSINESS SCHOOL","BRIDGEPORT","CT","Proprietary 2 Year","282","985291"
"763500","CAPITAL COMMUNITY COLLEGE","HARTFORD","CT","Public 2 Year","3006","9124740.9999999795"
"137800","CENTRAL CONNECTICUT STATE UNIV","NEW BRITAIN","CT","Public 4 Year","3180","11700879"
"3234300","CHARTER OAK STATE COLLEGE","NEW BRITAIN","CT","Public 4 Year","516","1532784"
"137900","CONNECTICUT COLLEGE","NEW LONDON","CT","Private 4 Year","232","936415"
"2316600","CONNECTICUT CTR FOR MASSAGE THERAPY","NEWINGTON","CT","Proprietary 2 Year","402","730455"
"2148700","CONNECTICUT INST OF HAIR DESIGN","WOLCOTT","CT","Proprietary 2 Year","54","204179"
"3381300","CONNECTICUT TRAINING CENTER","EAST HARTFORD","CT","Private 2 Year","164","485523"
"927700","E C GOODWIN TECHNICAL HIGH SCHOOL","NEW BRITAIN","CT","Public 2 Year","13","44300"
"142500","EASTERN CONNECTICUT STATE UNIV","WILLIMANTIC","CT","Public 4 Year","1375","5166225"
"730000","ELI WHITNEY TECHNICAL HIGH SCHOOL","HAMDEN","CT","Public 2 Year","22","60770"
"4148400","EUROPEAN ACADEMY OF COSMETOLOGY AND HAIR","GUILFORD","CT","Proprietary 2 Year","14","58375"
"138500","FAIRFIELD UNIVERSITY","FAIRFIELD","CT","Private 4 Year","626","2505700"
"803700","GATEWAY COMMUNITY-TECHNICAL COLLEGE","NEW HAVEN","CT","Public 2 Year","3547","10449419"
"2244900","GOODWIN COLLEGE","EAST HARTFORD","CT","Private 4 Year","2506","7836119"
"1326400","HENRY ABBOTT TECHNICAL HIGH SCHOOL","DANBURY","CT","Public 2 Year","7","9723"
"138900","HOLY APOSTLES COLLEGE & SEMINARY","CROMWELL","CT","Private 4 Year","5","15827"
"451300","HOUSATONIC COMMUNITY COLLEGE","BRIDGEPORT","CT","Public 2 Year","3395","10279488"
"2245300","HOWELL CHENEY TECHNICAL HIGH SCHOOL","MANCHESTER","CT","Public 2 Year","4","14700"
"3094800","INDUSTRIAL MANAGEMENT & TRAINING","WATERBURY","CT","Proprietary 2 Year","105","294680"
"4152400","INTERNATIONAL INSTITUTE OF COSMETOLOGY","WETHERSFIELD","CT","Proprietary 2 Year","51","204291"
"1291300","LEON INSTITUTE OF HAIR DESIGN","BRIDGEPORT","CT","Proprietary 2 Year","21","61943"
"940700","LINCOLN COLLEGE OF NEW ENGLAND","SOUTHINGTON","CT","Proprietary 4 Year","852","2868245"
"730300","LINCOLN TECHNICAL INSTITUTE","NEW BRITAIN","CT","Proprietary 2 Year","2162","8407485.9999999907"
"2228800","LINCOLN TECHNICAL INSTITUTE - EAST WINDS","EAST WINDSOR","CT","Proprietary 2 Year","932","3893878"
"3316300","LINCOLN TECHNICAL INSTITUTE - HARTFORD","HARTFORD","CT","Proprietary 2 Year","596","2376997"
"3079400","LYME ACADEMY COLLEGE OF FINE ARTS","OLD LYME","CT","Private 4 Year","31","123322"
"139200","MANCHESTER COMMUNITY COLLEGE","MANCHESTER","CT","Public 2 Year","2966","8737616.9999999795"
"803800","MIDDLESEX COMMUNITY CLG","MIDDLETOWN","CT","Public 2 Year","1123","3278021"
"139300","MITCHELL COLLEGE","NEW LONDON","CT","Private 4 Year","358","1428205"
"698200","NAUGATUCK VALLEY COMM-TECH COLG","WATERBURY","CT","Public 2 Year","2622","8104233.9999999898"
"2202500","NEW ENGLAND TRACTOR TRAILER SCH","SOMERS","CT","Proprietary 2 Year","1184","3368729"
"2112700","NORTH HAVEN ACADEMY","NORTH HAVEN","CT","Proprietary 2 Year","134","495220"
"139800","NORTHWESTERN CT COMMUNITY COLLEGE","WINSTED","CT","Public 2 Year","616","1763783"
"139900","NORWALK COMMUNITY TECHNICAL COLLEGE","NORWALK","CT","Public 2 Year","2312","7217676"
"1184300","NORWICH TECHNICAL HIGH SCHOOL","NORWICH","CT","Public 2 Year","12","15673"
"4145400","OXFORD ACADEMY OF HAIR DESIGN","SEYMOUR","CT","Proprietary 2 Year","65","255004"
"745900","PAIER COLLEGE OF ART","HAMDEN","CT","Proprietary 4 Year","72","257455"
"887300","PAUL MITCHELL THE SCHOOL","DANBURY","CT","Proprietary 2 Year","53","237098"
"2565000","PLATT TECHNICAL HIGH SCHOOL","MILFORD","CT","Public 2 Year","26","92968"
"730500","PORTER AND CHESTER INSTITUTE OF BRANFORD","BRANFORD","CT","Proprietary 2 Year","437","1268132"
"1077900","PORTER AND CHESTER INSTITUTE-ALLCAMPUSES","STRATFORD","CT","Proprietary 2 Year","3325","10149109"
"140100","POST UNIVERSITY","WATERBURY","CT","Proprietary 4 Year","2395","9223903.9999999907"
"1053000","QUINEBAUG VALLEY COMMUNITY COLLEGE","DANIELSON","CT","Public 2 Year","1157","3179746"
"140200","QUINNIPIAC UNIVERSITY","HAMDEN","CT","Private 4 Year","899","3389129"
"2112300","RIDLEY LOWELL BUSINESS & TECH INST","NEW LONDON","CT","Proprietary 2 Year","914","3506681"
"140300","SACRED HEART UNIVERSITY","FAIRFIELD","CT","Private 4 Year","821","3143818"
"140900","SAINT JOSEPH COLLEGE","WEST HARTFORD","CT","Private 4 Year","429","1663320"
"1287700","SANFORD-BROWN COLLEGE","NORWALK","CT","Proprietary 2 Year","353","1519541"
"140600","SOUTHERN CONNECTICUT STATE UNIV","NEW HAVEN","CT","Public 4 Year","2793","10932741"
"619100","ST. VINCENT'S COLLEGE","BRIDGEPORT","CT","Private 4 Year","155","483018"
"1242500","STONE ACADEMY","HAMDEN","CT","Proprietary 2 Year","1121","3711638"
"906500","THE HARTFORD CONSERVATORY","HARTFORD","CT","Private 2 Year","10","42038"
"976500","THREE RIVERS COMMUNITY TECH COLLEGE","NORWICH","CT","Public 2 Year","2326","6298012"
"4162900","TONSORIAL ACADEMY OF COSMETOLOGY AND BAR","WEST HAVEN","CT","Proprietary 2 Year","30","182313"
"141400","TRINITY COLLEGE","HARTFORD","CT","Private 4 Year","375","1495153"
"976400","TUNXIS COMMUNITY COLLEGE","FARMINGTON","CT","Public 2 Year","1721","5254401"
"141600","UNIVERSITY OF BRIDGEPORT","BRIDGEPORT","CT","Private 4 Year","1378","5104965"
"141700","UNIVERSITY OF CONNECTICUT-STORRS","STORRS","CT","Public 4 Year","5045","20767406"
"142200","UNIVERSITY OF HARTFORD","WEST HARTFORD","CT","Private 4 Year","1431","5488144.0000000102"
"139700","UNIVERSITY OF NEW HAVEN","WEST HAVEN","CT","Private 4 Year","1194","4666999"
"1169700","VINAL REGIONAL VOC TECH SCHOOL","MIDDLETOWN","CT","Public 2 Year","20","34901"
"2300000","W F KAYNOR TECHNICAL HIGH SCHOOL","WATERBURY","CT","Public 2 Year","13","23297"
"142400","WESLEYAN UNIVERSITY","MIDDLETOWN","CT","Private 4 Year","499","2105995"
"138000","WESTERN CONNECTICUT STATE UNIV","DANBURY","CT","Public 4 Year","1603","6205558.0000000102"
"2265900","WINDHAM COMMUNITY MEM HOSP-RAD TECH","WILLIMANTIC","CT","Private 2 Year","3","9075"
"731100","WINDHAM TECHNICAL HIGH SCHOOL","WILLIMANTIC","CT","Public 2 Year","8","29200"
"142600","YALE UNIVERSITY","NEW HAVEN","CT","Private 4 Year","772","3285397"
"143400","AMERICAN UNIVERSITY","WASHINGTON","DC","Private 4 Year","1040","4163594"
"3409600","BENNETT CAREER INSTITUTE","WASHINGTON","DC","Proprietary 2 Year","192","620819"
"3104300","CAREER BLAZERS LEARNING CENTER OF WASHIN","WASHINGTON","DC","Proprietary 2 Year","559","1900731"
"143700","CATHOLIC UNIVERSITY OF AMERICA","WASHINGTON","DC","Private 4 Year","513","1838598"
"2279200","DUDLEY BEAUTY COLG-WASHINGTON","WASHINGTON","DC","Proprietary 2 Year","90","342657"
"144300","GALLAUDET UNIVERSITY","WASHINGTON","DC","Private 4 Year","560","2514303"
"144400","GEORGE WASHINGTON UNIVERSITY","WASHINGTON","DC","Private 4 Year","1392","5630921"
"144500","GEORGETOWN UNIVERSITY","WASHINGTON","DC","Private 4 Year","990","4315718.0000000102"
"144800","HOWARD UNIVERSITY","WASHINGTON","DC","Private 4 Year","3258","14134803"
"2132800","NAT'L CONSERVATORY DRAMATIC ARTS","WASHINGTON","DC","Private 2 Year","7","21738"
"3218300","POTOMAC COLLEGE","WASHINGTON","DC","Proprietary 4 Year","294","1234876"
"2588900","SANZ SCHOOL","WASHINGTON","DC","Proprietary 2 Year","1913","6775428.0000000102"
"145900","STRAYER UNIVERSITY","WASHINGTON","DC","Proprietary 4 Year","32124","105132479"
"3750300","TECHNICAL LEARNING CENTERS","WASHINGTON","DC","Proprietary 2 Year","215","892474"
"1195000","THE CORCORAN COLLEGE OF ART & DESIG","WASHINGTON","DC","Private 4 Year","122","488298"
"146000","TRINITY UNIVERSITY","WASHINGTON","DC","Private 4 Year","1183","4771711.0000000102"
"144100","UNIV OF THE DISTRICT OF COLUMBIA","WASHINGTON","DC","Public 4 Year","2966","10103127"
"4130700","ACADEMY OF MASSAGE AND BODYWORK","BEAR","DE","Proprietary 2 Year","35","110154"
"2125200","BEEBE SCHOOL OF NURSING","LEWES","DE","Private 2 Year","19","78631"
"3025800","DAWN TRAINING CENTRE","WILMINGTON","DE","Proprietary 2 Year","808","2970391"
"4171100","DELAWARE ACADEMY PAUL MITCHELL PARTNER S","NEWARK","DE","Proprietary 2 Year","113","572925"
"4139800","DELAWARE COLLEGE OF ART & DESIGN","WILMINGTON","DE","Private 2 Year","111","489025"
"3702300","DELAWARE LEARNING INSTITUTE OF COSMETOLO","DAGSBORO","DE","Proprietary 2 Year","78","272123"
"142800","DELAWARE STATE UNIVERSITY","DOVER","DE","Public 4 Year","1957","8302176"
"2144900","DELAWARE TECH & CMTY CLG-STANTN/WLM","WILMINGTON","DE","Public 2 Year","2764","7882450"
"1172700","DELAWARE TECH & CMTY CLG-TERRY","DOVER","DE","Public 2 Year","1774","5269153"
"705300","DELAWARE TECH & CMTY COLLEGE-OWENS","GEORGETOWN","DE","Public 2 Year","2821","8709674.0000000093"
"142900","GOLDEY BEACOM COLLEGE","WILMINGTON","DE","Private 4 Year","240","944013"
"3543300","HARRIS SCHOOL OF BUSINESS","WILMINGTON","DE","Proprietary 2 Year","789","2402032"
"2190400","SCHILLING DOUGLAS SCH OF HAIR DSGN","NEWARK","DE","Proprietary 2 Year","154","686409"
"143100","UNIVERSITY OF DELAWARE","NEWARK","DE","Public 4 Year","2264","8334524.9999999898"
"143300","WESLEY COLLEGE","DOVER","DE","Private 4 Year","819","3124777"
"794800","WILMINGTON UNIVERSITY","NEW CASTLE","DE","Private 4 Year","2900","11522989"
"3346300","ACAD FOR PRAC NURSING & HEALTH OCCP","WEST PALM BEACH","FL","Private 2 Year","522","1906089"
"4126900","ACADEMY OF CAREER TRAINING","KISSIMMEE","FL","Proprietary 2 Year","217","780981"
"2499000","ACADEMY OF COSMETOLOGY","MERRITT ISLAND","FL","Proprietary 2 Year","179","635653"
"2612700","ACADEMY OF COSMETOLOGY-PALM BAY","PALM BAY","FL","Proprietary 2 Year","104","308976"
"3113400","ACADEMY OF HEALING ARTS","LAKE WORTH","FL","Proprietary 2 Year","147","467766"
"3414500","ACUPUNCTURE AND MASSAGE COLLEGE","MIAMI","FL","Proprietary 4 Year","100","449905"
"3757300","ADVANCE SCIENCE INSTITUTE","HIALEAH","FL","Proprietary 2 Year","110","336099"
"2293600","ADVANCED TECHNICAL CENTERS","MIAMI SPRINGS","FL","Private 2 Year","2","2983"
"4157100","AEROSIM FLIGHT ACADEMY","SANFORD","FL","Proprietary 2 Year","5","12205"
"4135900","ALLIED HEALTH INSTITUTE","NORTH LAUDERDALE","FL","Proprietary 2 Year","535","1908610"
